Video File,Label
v_BlowDryHair_g10_c03.avi,BlowDryHair
v_TableTennisShot_g25_c02.avi,TableTennisShot
v_ApplyLipstick_g20_c05.avi,ApplyLipstick
v_Basketball_g01_c07.avi,Basketball
v_GolfSwing_g17_c04.avi,GolfSwing
v_PlayingDaf_g12_c04.avi,PlayingDaf
v_Hammering_g16_c04.avi,Hammering
v_CricketBowling_g04_c05.avi,CricketBowling
v_Hammering_g22_c02.avi,Hammering
v_PlayingPiano_g11_c03.avi,PlayingPiano
v_PlayingGuitar_g20_c02.avi,PlayingGuitar
v_Hammering_g18_c05.avi,Hammering
v_Archery_g11_c04.avi,Archery
v_Skiing_g21_c01.avi,Skiing
v_Hammering_g14_c03.avi,Hammering
v_CricketShot_g03_c01.avi,CricketShot
v_FrisbeeCatch_g17_c01.avi,FrisbeeCatch
v_CricketShot_g13_c05.avi,CricketShot
v_BaseballPitch_g24_c06.avi,BaseballPitch
v_Rowing_g18_c01.avi,Rowing
v_PullUps_g12_c02.avi,PullUps
v_Shotput_g06_c04.avi,Shotput
v_BodyWeightSquats_g16_c03.avi,BodyWeightSquats
v_ApplyEyeMakeup_g18_c04.avi,ApplyEyeMakeup
v_ShavingBeard_g09_c02.avi,ShavingBeard
v_Surfing_g14_c03.avi,Surfing
v_RockClimbingIndoor_g03_c05.avi,RockClimbingIndoor
v_Drumming_g12_c03.avi,Drumming
v_PommelHorse_g05_c02.avi,PommelHorse
v_BalanceBeam_g22_c01.avi,BalanceBeam
v_BandMarching_g02_c07.avi,BandMarching
v_CricketShot_g22_c05.avi,CricketShot
v_HorseRiding_g24_c02.avi,HorseRiding
v_Basketball_g19_c06.avi,Basketball
v_PlayingDaf_g14_c02.avi,PlayingDaf
v_BlowDryHair_g04_c05.avi,BlowDryHair
v_Diving_g12_c07.avi,Diving
v_BandMarching_g13_c04.avi,BandMarching
v_PlayingGuitar_g15_c05.avi,PlayingGuitar
v_Biking_g02_c07.avi,Biking
v_HulaHoop_g06_c04.avi,HulaHoop
v_Skijet_g20_c03.avi,Skijet
v_Punch_g13_c03.avi,Punch
v_TaiChi_g24_c02.avi,TaiChi
v_Typing_g11_c07.avi,Typing
v_BabyCrawling_g13_c06.avi,BabyCrawling
v_YoYo_g22_c01.avi,YoYo
v_ApplyLipstick_g18_c01.avi,ApplyLipstick
v_BasketballDunk_g19_c02.avi,BasketballDunk
v_TrampolineJumping_g03_c03.avi,TrampolineJumping
v_Shotput_g23_c07.avi,Shotput
v_SkateBoarding_g18_c01.avi,SkateBoarding
v_CricketBowling_g25_c01.avi,CricketBowling
v_BoxingPunchingBag_g22_c06.avi,BoxingPunchingBag
v_PlayingDhol_g01_c03.avi,PlayingDhol
v_PommelHorse_g07_c02.avi,PommelHorse
v_BoxingPunchingBag_g02_c05.avi,BoxingPunchingBag
v_Fencing_g25_c02.avi,Fencing
v_BoxingSpeedBag_g19_c03.avi,BoxingSpeedBag
v_UnevenBars_g20_c03.avi,UnevenBars
v_PlayingGuitar_g19_c03.avi,PlayingGuitar
v_HandstandWalking_g17_c02.avi,HandstandWalking
v_Drumming_g13_c02.avi,Drumming
v_Hammering_g25_c01.avi,Hammering
v_SkateBoarding_g04_c04.avi,SkateBoarding
v_BrushingTeeth_g11_c01.avi,BrushingTeeth
v_Haircut_g20_c01.avi,Haircut
v_PlayingDhol_g13_c03.avi,PlayingDhol
v_PlayingCello_g06_c02.avi,PlayingCello
v_RockClimbingIndoor_g01_c03.avi,RockClimbingIndoor
v_Drumming_g05_c03.avi,Drumming
v_PlayingPiano_g02_c03.avi,PlayingPiano
v_ShavingBeard_g15_c06.avi,ShavingBeard
v_JavelinThrow_g18_c03.avi,JavelinThrow
v_SalsaSpin_g14_c06.avi,SalsaSpin
v_FloorGymnastics_g07_c04.avi,FloorGymnastics
v_Billiards_g15_c03.avi,Billiards
v_Lunges_g10_c04.avi,Lunges
v_Diving_g13_c07.avi,Diving
v_PlayingFlute_g12_c02.avi,PlayingFlute
v_Punch_g17_c07.avi,Punch
v_Typing_g07_c06.avi,Typing
v_HeadMassage_g15_c04.avi,HeadMassage
v_Skijet_g17_c02.avi,Skijet
v_RopeClimbing_g02_c03.avi,RopeClimbing
v_JumpingJack_g10_c02.avi,JumpingJack
v_PlayingTabla_g18_c02.avi,PlayingTabla
v_CliffDiving_g19_c02.avi,CliffDiving
v_GolfSwing_g08_c05.avi,GolfSwing
v_HeadMassage_g25_c05.avi,HeadMassage
v_Bowling_g12_c01.avi,Bowling
v_SkyDiving_g19_c03.avi,SkyDiving
v_HulaHoop_g09_c06.avi,HulaHoop
v_ApplyEyeMakeup_g04_c04.avi,ApplyEyeMakeup
v_PlayingSitar_g01_c04.avi,PlayingSitar
v_BlowDryHair_g13_c01.avi,BlowDryHair
v_JumpingJack_g25_c07.avi,JumpingJack
v_PlayingTabla_g06_c03.avi,PlayingTabla
v_HulaHoop_g20_c05.avi,HulaHoop
v_BlowDryHair_g03_c04.avi,BlowDryHair
v_HorseRace_g22_c02.avi,HorseRace
v_Archery_g12_c02.avi,Archery
v_SoccerJuggling_g14_c01.avi,SoccerJuggling
v_GolfSwing_g03_c05.avi,GolfSwing
v_PlayingPiano_g17_c04.avi,PlayingPiano
v_MilitaryParade_g15_c04.avi,MilitaryParade
v_Hammering_g14_c06.avi,Hammering
v_PushUps_g23_c03.avi,PushUps
v_BoxingSpeedBag_g21_c01.avi,BoxingSpeedBag
v_SalsaSpin_g01_c06.avi,SalsaSpin
v_SkyDiving_g05_c04.avi,SkyDiving
v_HandstandWalking_g12_c01.avi,HandstandWalking
v_Archery_g03_c01.avi,Archery
v_TrampolineJumping_g25_c02.avi,TrampolineJumping
v_PlayingCello_g25_c02.avi,PlayingCello
v_BalanceBeam_g01_c01.avi,BalanceBeam
v_Rowing_g25_c02.avi,Rowing
v_Bowling_g02_c03.avi,Bowling
v_Swing_g08_c01.avi,Swing
v_Rowing_g01_c02.avi,Rowing
v_Surfing_g04_c03.avi,Surfing
v_Rowing_g12_c02.avi,Rowing
v_Drumming_g19_c06.avi,Drumming
v_YoYo_g07_c02.avi,YoYo
v_Biking_g17_c03.avi,Biking
v_WalkingWithDog_g14_c04.avi,WalkingWithDog
v_BodyWeightSquats_g13_c02.avi,BodyWeightSquats
v_Rowing_g08_c04.avi,Rowing
v_GolfSwing_g20_c04.avi,GolfSwing
v_GolfSwing_g19_c02.avi,GolfSwing
v_HorseRiding_g09_c03.avi,HorseRiding
v_Kayaking_g08_c06.avi,Kayaking
v_BenchPress_g24_c01.avi,BenchPress
v_HighJump_g20_c05.avi,HighJump
v_PlayingViolin_g07_c02.avi,PlayingViolin
v_Haircut_g18_c02.avi,Haircut
v_CleanAndJerk_g22_c02.avi,CleanAndJerk
v_BodyWeightSquats_g11_c02.avi,BodyWeightSquats
v_CuttingInKitchen_g03_c04.avi,CuttingInKitchen
v_IceDancing_g07_c07.avi,IceDancing
v_BalanceBeam_g06_c04.avi,BalanceBeam
v_WallPushups_g05_c04.avi,WallPushups
v_HammerThrow_g03_c04.avi,HammerThrow
v_BasketballDunk_g04_c01.avi,BasketballDunk
v_ThrowDiscus_g11_c06.avi,ThrowDiscus
v_PlayingGuitar_g14_c04.avi,PlayingGuitar
v_PlayingCello_g17_c06.avi,PlayingCello
v_PlayingSitar_g16_c05.avi,PlayingSitar
v_TaiChi_g23_c02.avi,TaiChi
v_PlayingSitar_g10_c04.avi,PlayingSitar
v_ThrowDiscus_g19_c02.avi,ThrowDiscus
v_SoccerPenalty_g05_c03.avi,SoccerPenalty
v_Archery_g03_c03.avi,Archery
v_JugglingBalls_g20_c02.avi,JugglingBalls
v_BrushingTeeth_g05_c04.avi,BrushingTeeth
v_Mixing_g12_c07.avi,Mixing
v_PlayingPiano_g17_c02.avi,PlayingPiano
v_VolleyballSpiking_g17_c01.avi,VolleyballSpiking
v_PlayingViolin_g20_c01.avi,PlayingViolin
v_SalsaSpin_g16_c05.avi,SalsaSpin
v_PlayingDhol_g23_c05.avi,PlayingDhol
v_HighJump_g09_c04.avi,HighJump
v_CliffDiving_g15_c03.avi,CliffDiving
v_BodyWeightSquats_g19_c01.avi,BodyWeightSquats
v_PlayingTabla_g13_c03.avi,PlayingTabla
v_Basketball_g19_c07.avi,Basketball
v_PlayingCello_g24_c04.avi,PlayingCello
v_HighJump_g20_c01.avi,HighJump
v_WallPushups_g19_c04.avi,WallPushups
v_TennisSwing_g06_c05.avi,TennisSwing
v_PlayingDhol_g20_c02.avi,PlayingDhol
v_HandstandWalking_g07_c01.avi,HandstandWalking
v_Punch_g07_c06.avi,Punch
v_Kayaking_g08_c02.avi,Kayaking
v_PlayingCello_g19_c05.avi,PlayingCello
v_PommelHorse_g10_c01.avi,PommelHorse
v_Haircut_g02_c04.avi,Haircut
v_SkateBoarding_g07_c04.avi,SkateBoarding
v_RockClimbingIndoor_g11_c01.avi,RockClimbingIndoor
v_TableTennisShot_g22_c07.avi,TableTennisShot
v_CricketShot_g12_c02.avi,CricketShot
v_Rowing_g14_c01.avi,Rowing
v_Kayaking_g04_c06.avi,Kayaking
v_Rafting_g14_c04.avi,Rafting
v_Rafting_g09_c04.avi,Rafting
v_Shotput_g03_c02.avi,Shotput
v_ThrowDiscus_g09_c01.avi,ThrowDiscus
v_Typing_g12_c03.avi,Typing
v_SalsaSpin_g03_c02.avi,SalsaSpin
v_Basketball_g25_c03.avi,Basketball
v_CricketBowling_g03_c03.avi,CricketBowling
v_ApplyLipstick_g09_c03.avi,ApplyLipstick
v_Haircut_g13_c02.avi,Haircut
v_Rowing_g23_c05.avi,Rowing
v_Drumming_g02_c01.avi,Drumming
v_LongJump_g10_c03.avi,LongJump
v_ApplyEyeMakeup_g06_c04.avi,ApplyEyeMakeup
v_PlayingFlute_g11_c02.avi,PlayingFlute
v_MilitaryParade_g08_c03.avi,MilitaryParade
v_JavelinThrow_g10_c05.avi,JavelinThrow
v_PommelHorse_g14_c01.avi,PommelHorse
v_Drumming_g18_c04.avi,Drumming
v_PlayingGuitar_g17_c06.avi,PlayingGuitar
v_ApplyEyeMakeup_g17_c03.avi,ApplyEyeMakeup
v_HulaHoop_g19_c01.avi,HulaHoop
v_JumpRope_g04_c05.avi,JumpRope
v_BlowingCandles_g12_c01.avi,BlowingCandles
v_BenchPress_g18_c05.avi,BenchPress
v_JumpRope_g19_c03.avi,JumpRope
v_WritingOnBoard_g07_c06.avi,WritingOnBoard
v_HeadMassage_g21_c04.avi,HeadMassage
v_Kayaking_g17_c03.avi,Kayaking
v_PoleVault_g03_c02.avi,PoleVault
v_JumpRope_g18_c07.avi,JumpRope
v_TrampolineJumping_g02_c01.avi,TrampolineJumping
v_GolfSwing_g13_c01.avi,GolfSwing
v_SoccerJuggling_g23_c04.avi,SoccerJuggling
v_PlayingCello_g09_c02.avi,PlayingCello
v_ApplyEyeMakeup_g23_c05.avi,ApplyEyeMakeup
v_SalsaSpin_g14_c01.avi,SalsaSpin
v_ShavingBeard_g24_c01.avi,ShavingBeard
v_Kayaking_g16_c02.avi,Kayaking
v_PlayingDaf_g03_c02.avi,PlayingDaf
v_Surfing_g06_c03.avi,Surfing
v_PommelHorse_g07_c07.avi,PommelHorse
v_Bowling_g15_c01.avi,Bowling
v_PlayingDhol_g24_c03.avi,PlayingDhol
v_BlowDryHair_g22_c04.avi,BlowDryHair
v_TableTennisShot_g23_c05.avi,TableTennisShot
v_JavelinThrow_g14_c06.avi,JavelinThrow
v_Fencing_g14_c04.avi,Fencing
v_PlayingDhol_g18_c03.avi,PlayingDhol
v_YoYo_g11_c03.avi,YoYo
v_Drumming_g16_c05.avi,Drumming
v_PlayingCello_g20_c02.avi,PlayingCello
v_CricketShot_g13_c01.avi,CricketShot
v_Lunges_g19_c06.avi,Lunges
v_Drumming_g11_c01.avi,Drumming
v_BandMarching_g09_c07.avi,BandMarching
v_Shotput_g13_c02.avi,Shotput
v_BabyCrawling_g24_c02.avi,BabyCrawling
v_PlayingFlute_g09_c05.avi,PlayingFlute
v_WalkingWithDog_g11_c05.avi,WalkingWithDog
v_ParallelBars_g04_c01.avi,ParallelBars
v_FrontCrawl_g12_c02.avi,FrontCrawl
v_BasketballDunk_g12_c04.avi,BasketballDunk
v_Shotput_g23_c06.avi,Shotput
v_HorseRace_g11_c02.avi,HorseRace
v_PlayingDhol_g04_c05.avi,PlayingDhol
v_CricketShot_g16_c05.avi,CricketShot
v_SoccerPenalty_g13_c02.avi,SoccerPenalty
v_FloorGymnastics_g08_c02.avi,FloorGymnastics
v_HandStandPushups_g17_c04.avi,HandstandPushups
v_PlayingDaf_g02_c04.avi,PlayingDaf
v_WalkingWithDog_g23_c02.avi,WalkingWithDog
v_BoxingPunchingBag_g16_c07.avi,BoxingPunchingBag
v_ThrowDiscus_g17_c04.avi,ThrowDiscus
v_BabyCrawling_g15_c05.avi,BabyCrawling
v_FieldHockeyPenalty_g14_c01.avi,FieldHockeyPenalty
v_Mixing_g25_c04.avi,Mixing
v_SalsaSpin_g19_c03.avi,SalsaSpin
v_BodyWeightSquats_g21_c01.avi,BodyWeightSquats
v_RopeClimbing_g13_c02.avi,RopeClimbing
v_Rafting_g08_c03.avi,Rafting
v_Typing_g12_c05.avi,Typing
v_SoccerPenalty_g23_c02.avi,SoccerPenalty
v_HorseRiding_g06_c03.avi,HorseRiding
v_PlayingCello_g15_c03.avi,PlayingCello
v_RopeClimbing_g25_c05.avi,RopeClimbing
v_BenchPress_g11_c05.avi,BenchPress
v_BoxingSpeedBag_g25_c01.avi,BoxingSpeedBag
v_WallPushups_g19_c05.avi,WallPushups
v_PlayingDhol_g06_c02.avi,PlayingDhol
v_WalkingWithDog_g07_c01.avi,WalkingWithDog
v_Biking_g25_c01.avi,Biking
v_Rowing_g21_c02.avi,Rowing
v_Punch_g25_c07.avi,Punch
v_BandMarching_g19_c06.avi,BandMarching
v_YoYo_g16_c02.avi,YoYo
v_BenchPress_g19_c06.avi,BenchPress
v_Knitting_g01_c02.avi,Knitting
v_BlowingCandles_g25_c06.avi,BlowingCandles
v_Punch_g10_c03.avi,Punch
v_FrontCrawl_g04_c01.avi,FrontCrawl
v_PlayingDaf_g05_c03.avi,PlayingDaf
v_HulaHoop_g22_c05.avi,HulaHoop
v_BandMarching_g03_c03.avi,BandMarching
v_BreastStroke_g14_c01.avi,BreastStroke
v_BabyCrawling_g21_c02.avi,BabyCrawling
v_Shotput_g09_c03.avi,Shotput
v_BodyWeightSquats_g13_c03.avi,BodyWeightSquats
v_CricketShot_g01_c07.avi,CricketShot
v_HorseRiding_g12_c04.avi,HorseRiding
v_BlowingCandles_g25_c05.avi,BlowingCandles
v_GolfSwing_g01_c04.avi,GolfSwing
v_Diving_g20_c01.avi,Diving
v_TrampolineJumping_g08_c04.avi,TrampolineJumping
v_Basketball_g22_c05.avi,Basketball
v_BaseballPitch_g17_c07.avi,BaseballPitch
v_SkyDiving_g25_c02.avi,SkyDiving
v_Shotput_g20_c04.avi,Shotput
v_BabyCrawling_g24_c05.avi,BabyCrawling
v_Shotput_g12_c06.avi,Shotput
v_PushUps_g08_c02.avi,PushUps
v_PoleVault_g25_c07.avi,PoleVault
v_PlayingPiano_g01_c02.avi,PlayingPiano
v_FieldHockeyPenalty_g01_c03.avi,FieldHockeyPenalty
v_HorseRiding_g24_c06.avi,HorseRiding
v_CricketShot_g22_c01.avi,CricketShot
v_PlayingDhol_g01_c02.avi,PlayingDhol
v_RockClimbingIndoor_g12_c05.avi,RockClimbingIndoor
v_ShavingBeard_g25_c06.avi,ShavingBeard
v_TennisSwing_g01_c01.avi,TennisSwing
v_SkyDiving_g13_c01.avi,SkyDiving
v_FrisbeeCatch_g11_c02.avi,FrisbeeCatch
v_StillRings_g21_c04.avi,StillRings
v_Surfing_g05_c04.avi,Surfing
v_HulaHoop_g02_c04.avi,HulaHoop
v_FieldHockeyPenalty_g09_c05.avi,FieldHockeyPenalty
v_ApplyLipstick_g01_c03.avi,ApplyLipstick
v_SkateBoarding_g02_c01.avi,SkateBoarding
v_PlayingFlute_g07_c06.avi,PlayingFlute
v_Swing_g10_c03.avi,Swing
v_TaiChi_g07_c02.avi,TaiChi
v_BalanceBeam_g06_c03.avi,BalanceBeam
v_BlowingCandles_g15_c02.avi,BlowingCandles
v_BalanceBeam_g06_c07.avi,BalanceBeam
v_ParallelBars_g03_c01.avi,ParallelBars
v_Archery_g05_c01.avi,Archery
v_SoccerJuggling_g20_c06.avi,SoccerJuggling
v_PommelHorse_g02_c01.avi,PommelHorse
v_PizzaTossing_g25_c02.avi,PizzaTossing
v_Skiing_g01_c02.avi,Skiing
v_PlayingSitar_g12_c04.avi,PlayingSitar
v_BasketballDunk_g16_c04.avi,BasketballDunk
v_RockClimbingIndoor_g09_c02.avi,RockClimbingIndoor
v_BenchPress_g25_c06.avi,BenchPress
v_JumpingJack_g25_c01.avi,JumpingJack
v_CuttingInKitchen_g22_c04.avi,CuttingInKitchen
v_CricketShot_g24_c01.avi,CricketShot
v_CricketBowling_g01_c01.avi,CricketBowling
v_LongJump_g24_c01.avi,LongJump
v_StillRings_g24_c04.avi,StillRings
v_CliffDiving_g10_c04.avi,CliffDiving
v_GolfSwing_g25_c06.avi,GolfSwing
v_PlayingDhol_g15_c03.avi,PlayingDhol
v_ApplyLipstick_g02_c02.avi,ApplyLipstick
v_Bowling_g13_c05.avi,Bowling
v_ThrowDiscus_g18_c05.avi,ThrowDiscus
v_FloorGymnastics_g18_c04.avi,FloorGymnastics
v_SkyDiving_g18_c03.avi,SkyDiving
v_Skiing_g19_c01.avi,Skiing
v_JumpingJack_g15_c01.avi,JumpingJack
v_Archery_g02_c03.avi,Archery
v_Skijet_g08_c02.avi,Skijet
v_PushUps_g18_c02.avi,PushUps
v_Archery_g08_c04.avi,Archery
v_MoppingFloor_g05_c05.avi,MoppingFloor
v_BoxingSpeedBag_g05_c02.avi,BoxingSpeedBag
v_Haircut_g09_c05.avi,Haircut
v_CliffDiving_g12_c02.avi,CliffDiving
v_SumoWrestling_g02_c01.avi,SumoWrestling
v_CliffDiving_g13_c04.avi,CliffDiving
v_HammerThrow_g02_c02.avi,HammerThrow
v_Punch_g14_c03.avi,Punch
v_ThrowDiscus_g11_c07.avi,ThrowDiscus
v_WritingOnBoard_g08_c03.avi,WritingOnBoard
v_RockClimbingIndoor_g03_c02.avi,RockClimbingIndoor
v_MoppingFloor_g03_c01.avi,MoppingFloor
v_Hammering_g17_c02.avi,Hammering
v_PlayingPiano_g19_c01.avi,PlayingPiano
v_HulaHoop_g16_c05.avi,HulaHoop
v_PizzaTossing_g24_c02.avi,PizzaTossing
v_HammerThrow_g10_c04.avi,HammerThrow
v_JumpRope_g23_c01.avi,JumpRope
v_BaseballPitch_g12_c01.avi,BaseballPitch
v_Punch_g01_c01.avi,Punch
v_ParallelBars_g17_c03.avi,ParallelBars
v_Drumming_g16_c01.avi,Drumming
v_HeadMassage_g18_c04.avi,HeadMassage
v_StillRings_g06_c01.avi,StillRings
v_StillRings_g23_c04.avi,StillRings
v_RopeClimbing_g09_c02.avi,RopeClimbing
v_MoppingFloor_g03_c02.avi,MoppingFloor
v_PlayingCello_g14_c04.avi,PlayingCello
v_Mixing_g11_c02.avi,Mixing
v_BalanceBeam_g23_c05.avi,BalanceBeam
v_SalsaSpin_g12_c06.avi,SalsaSpin
v_Typing_g09_c03.avi,Typing
v_Skiing_g09_c02.avi,Skiing
v_ParallelBars_g10_c02.avi,ParallelBars
v_PullUps_g08_c03.avi,PullUps
v_Typing_g11_c06.avi,Typing
v_Punch_g12_c05.avi,Punch
v_ThrowDiscus_g24_c05.avi,ThrowDiscus
v_Rafting_g05_c04.avi,Rafting
v_HandstandWalking_g24_c01.avi,HandstandWalking
v_PizzaTossing_g24_c03.avi,PizzaTossing
v_HorseRiding_g01_c02.avi,HorseRiding
v_PlayingFlute_g15_c06.avi,PlayingFlute
v_HandStandPushups_g17_c05.avi,HandstandPushups
v_ApplyLipstick_g09_c02.avi,ApplyLipstick
v_SumoWrestling_g13_c02.avi,SumoWrestling
v_Nunchucks_g08_c01.avi,Nunchucks
v_MilitaryParade_g17_c03.avi,MilitaryParade
v_TableTennisShot_g05_c06.avi,TableTennisShot
v_PlayingTabla_g05_c04.avi,PlayingTabla
v_Punch_g06_c02.avi,Punch
v_BabyCrawling_g22_c07.avi,BabyCrawling
v_Haircut_g22_c05.avi,Haircut
v_SkyDiving_g21_c03.avi,SkyDiving
v_BreastStroke_g25_c04.avi,BreastStroke
v_BrushingTeeth_g01_c04.avi,BrushingTeeth
v_BenchPress_g24_c04.avi,BenchPress
v_Archery_g06_c01.avi,Archery
v_Diving_g14_c02.avi,Diving
v_JavelinThrow_g13_c04.avi,JavelinThrow
v_Biking_g17_c04.avi,Biking
v_Nunchucks_g16_c03.avi,Nunchucks
v_BoxingPunchingBag_g15_c01.avi,BoxingPunchingBag
v_PullUps_g22_c04.avi,PullUps
v_Skijet_g08_c04.avi,Skijet
v_Diving_g03_c02.avi,Diving
v_ApplyEyeMakeup_g14_c04.avi,ApplyEyeMakeup
v_Fencing_g24_c04.avi,Fencing
v_SkateBoarding_g15_c06.avi,SkateBoarding
v_Bowling_g23_c02.avi,Bowling
v_HorseRace_g25_c03.avi,HorseRace
v_Punch_g03_c02.avi,Punch
v_Fencing_g20_c01.avi,Fencing
v_HandstandWalking_g11_c01.avi,HandstandWalking
v_ShavingBeard_g23_c01.avi,ShavingBeard
v_HulaHoop_g13_c06.avi,HulaHoop
v_Bowling_g25_c05.avi,Bowling
v_WritingOnBoard_g21_c05.avi,WritingOnBoard
v_WritingOnBoard_g02_c02.avi,WritingOnBoard
v_ParallelBars_g08_c01.avi,ParallelBars
v_FloorGymnastics_g08_c03.avi,FloorGymnastics
v_JumpRope_g24_c02.avi,JumpRope
v_FloorGymnastics_g15_c05.avi,FloorGymnastics
v_BasketballDunk_g02_c02.avi,BasketballDunk
v_StillRings_g11_c01.avi,StillRings
v_SoccerPenalty_g08_c03.avi,SoccerPenalty
v_SalsaSpin_g19_c01.avi,SalsaSpin
v_PoleVault_g03_c05.avi,PoleVault
v_PlayingTabla_g03_c02.avi,PlayingTabla
v_JavelinThrow_g25_c04.avi,JavelinThrow
v_BrushingTeeth_g06_c05.avi,BrushingTeeth
v_BoxingPunchingBag_g12_c03.avi,BoxingPunchingBag
v_Bowling_g01_c05.avi,Bowling
v_Rowing_g17_c02.avi,Rowing
v_Billiards_g21_c03.avi,Billiards
v_Diving_g05_c04.avi,Diving
v_PlayingViolin_g08_c03.avi,PlayingViolin
v_MilitaryParade_g17_c01.avi,MilitaryParade
v_SoccerPenalty_g20_c04.avi,SoccerPenalty
v_JumpingJack_g02_c01.avi,JumpingJack
v_Haircut_g17_c02.avi,Haircut
v_SoccerJuggling_g12_c04.avi,SoccerJuggling
v_JugglingBalls_g06_c05.avi,JugglingBalls
v_PoleVault_g18_c06.avi,PoleVault
v_TableTennisShot_g21_c02.avi,TableTennisShot
v_CricketShot_g12_c01.avi,CricketShot
v_FrisbeeCatch_g19_c01.avi,FrisbeeCatch
v_BenchPress_g06_c06.avi,BenchPress
v_PlayingTabla_g14_c01.avi,PlayingTabla
v_SkyDiving_g18_c05.avi,SkyDiving
v_RockClimbingIndoor_g06_c02.avi,RockClimbingIndoor
v_RockClimbingIndoor_g13_c02.avi,RockClimbingIndoor
v_TableTennisShot_g24_c03.avi,TableTennisShot
v_SkateBoarding_g10_c04.avi,SkateBoarding
v_HorseRiding_g08_c05.avi,HorseRiding
v_HandStandPushups_g02_c01.avi,HandstandPushups
v_JavelinThrow_g08_c04.avi,JavelinThrow
v_TaiChi_g12_c04.avi,TaiChi
v_Hammering_g25_c02.avi,Hammering
v_RockClimbingIndoor_g18_c01.avi,RockClimbingIndoor
v_TrampolineJumping_g15_c05.avi,TrampolineJumping
v_PlayingViolin_g20_c03.avi,PlayingViolin
v_LongJump_g02_c01.avi,LongJump
v_PlayingCello_g10_c06.avi,PlayingCello
v_BlowingCandles_g06_c07.avi,BlowingCandles
v_JumpingJack_g18_c01.avi,JumpingJack
v_WalkingWithDog_g24_c01.avi,WalkingWithDog
v_Diving_g02_c07.avi,Diving
v_HeadMassage_g02_c07.avi,HeadMassage
v_PlayingCello_g08_c06.avi,PlayingCello
v_Billiards_g01_c03.avi,Billiards
v_BlowingCandles_g18_c04.avi,BlowingCandles
v_Shotput_g22_c02.avi,Shotput
v_JumpingJack_g22_c02.avi,JumpingJack
v_BabyCrawling_g25_c05.avi,BabyCrawling
v_PullUps_g25_c03.avi,PullUps
v_HorseRace_g08_c02.avi,HorseRace
v_PlayingCello_g09_c04.avi,PlayingCello
